DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
24-Feb-2022;03:50:17;LV_f11_MF;1;0.000000;670.91;1;5;2000;1;5;25;1
24-Feb-2022;04:00:54;LV_f11_MF;2;0.000000;636.77;1;5;2000;1;5;25;1
24-Feb-2022;04:11:05;LV_f11_MF;3;0.000000;611.39;1;5;2000;1;5;25;1
24-Feb-2022;04:21:52;LV_f11_MF;4;0.000000;646.76;1;5;2000;1;5;25;1
24-Feb-2022;04:32:29;LV_f11_MF;5;0.000001;636.67;1;5;2000;1;5;25;1
24-Feb-2022;04:44:32;LV_f13_MF;1;0.425897;723.39;1;5;2000;1;5;25;1
24-Feb-2022;04:55:43;LV_f13_MF;2;2.412289;671.36;1;5;2000;1;5;25;1
24-Feb-2022;05:07:20;LV_f13_MF;3;3.660087;696.16;1;5;2000;1;5;25;1
24-Feb-2022;05:18:01;LV_f13_MF;4;0.460401;641.12;1;5;2000;1;5;25;1
24-Feb-2022;05:28:57;LV_f13_MF;5;19.102716;656.00;1;5;2000;1;5;25;1
24-Feb-2022;05:38:14;LV_f15_MF;1;1850.323596;556.86;1;5;2000;1;5;25;1
24-Feb-2022;05:52:27;LV_f15_MF;2;909.408790;853.36;1;5;2000;1;5;25;1
24-Feb-2022;06:07:41;LV_f15_MF;3;281.567478;913.40;1;5;2000;1;5;25;1
24-Feb-2022;06:21:15;LV_f15_MF;4;295.241414;814.11;1;5;2000;1;5;25;1
24-Feb-2022;06:31:43;LV_f15_MF;5;1320.853042;628.08;1;5;2000;1;5;25;1
24-Feb-2022;07:11:22;LV_f17_MF;1;-2.351812;2379.02;1;5;2000;1;5;25;1
24-Feb-2022;07:47:27;LV_f17_MF;2;-1.243345;2165.16;1;5;2000;1;5;25;1
24-Feb-2022;08:15:25;LV_f17_MF;3;-2.084807;1677.66;1;5;2000;1;5;25;1
24-Feb-2022;08:49:07;LV_f17_MF;4;-1.814334;2020.95;1;5;2000;1;5;25;1
24-Feb-2022;09:21:18;LV_f17_MF;5;-1.613135;1931.22;1;5;2000;1;5;25;1
24-Feb-2022;09:29:07;Griewank_d3_e2;1;0.000002;468.64;1;5;2000;1;5;25;1
24-Feb-2022;09:36:54;Griewank_d3_e2;2;0.007396;466.69;1;5;2000;1;5;25;1
24-Feb-2022;09:44:27;Griewank_d3_e2;3;0.007396;453.57;1;5;2000;1;5;25;1
24-Feb-2022;09:52:22;Griewank_d3_e2;4;0.007396;474.37;1;5;2000;1;5;25;1
24-Feb-2022;09:59:55;Griewank_d3_e2;5;0.007396;453.65;1;5;2000;1;5;25;1
24-Feb-2022;10:36:09;Griewank_d8_e2;1;0.025348;2173.89;1;5;2000;1;5;25;1
24-Feb-2022;11:14:02;Griewank_d8_e2;2;0.857135;2272.50;1;5;2000;1;5;25;1
24-Feb-2022;11:51:52;Griewank_d8_e2;3;0.023809;2269.82;1;5;2000;1;5;25;1
24-Feb-2022;12:30:42;Griewank_d8_e2;4;0.042797;2330.10;1;5;2000;1;5;25;1
24-Feb-2022;13:06:35;Griewank_d8_e2;5;0.006760;2152.56;1;5;2000;1;5;25;1
