DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST
10-Sep-2021;14:35:42;Griewank_d8_e2;1;0.160421;2379.03;1;30;400;1;5
10-Sep-2021;15:18:44;Griewank_d8_e2;2;0.586419;2581.45;1;30;400;1;5
10-Sep-2021;16:07:07;Griewank_d8_e2;3;0.238807;2903.19;1;30;400;1;5
10-Sep-2021;16:57:19;Griewank_d8_e2;4;0.414029;3012.42;1;30;400;1;5
10-Sep-2021;17:41:59;Griewank_d8_e2;5;0.000000;2679.32;1;30;400;1;5
10-Sep-2021;18:25:23;Griewank_d8_e2;6;0.566753;2604.25;1;30;400;1;5
10-Sep-2021;19:08:23;Griewank_d8_e2;7;0.000000;2580.40;1;30;400;1;5
10-Sep-2021;19:56:25;Griewank_d8_e2;8;0.000000;2881.34;1;30;400;1;5
10-Sep-2021;20:41:19;Griewank_d8_e2;9;0.488318;2694.78;1;30;400;1;5
10-Sep-2021;21:28:18;Griewank_d8_e2;10;0.678294;2819.06;1;30;400;1;5
10-Sep-2021;22:12:51;Griewank_d8_e2;11;0.346452;2672.79;1;30;400;1;5
10-Sep-2021;23:04:17;Griewank_d8_e2;12;0.000001;3085.88;1;30;400;1;5
10-Sep-2021;23:52:58;Griewank_d8_e2;13;0.000000;2921.08;1;30;400;1;5
11-Sep-2021;00:41:42;Griewank_d8_e2;14;0.000000;2924.30;1;30;400;1;5
11-Sep-2021;01:33:07;Griewank_d8_e2;15;0.000000;3084.48;1;30;400;1;5
11-Sep-2021;02:27:56;Griewank_d8_e2;16;0.000000;3288.91;1;30;400;1;5
11-Sep-2021;03:19:45;Griewank_d8_e2;17;0.000000;3108.92;1;30;400;1;5
11-Sep-2021;04:06:43;Griewank_d8_e2;18;0.000000;2818.00;1;30;400;1;5
11-Sep-2021;04:55:57;Griewank_d8_e2;19;0.000000;2954.45;1;30;400;1;5
11-Sep-2021;05:46:24;Griewank_d8_e2;20;0.000000;3026.55;1;30;400;1;5
11-Sep-2021;06:39:29;Griewank_d8_e2;21;0.451094;3184.52;1;30;400;1;5
11-Sep-2021;07:31:29;Griewank_d8_e2;22;0.000000;3120.25;1;30;400;1;5
11-Sep-2021;08:27:03;Griewank_d8_e2;23;0.000059;3334.68;1;30;400;1;5
