DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST
13-Feb-2022;18:46:18;Airfoil_MF;1;-482.072648;1866.30;1;30;2000;1;20
13-Feb-2022;19:08:07;Airfoil_MF;2;-431.111644;1308.81;1;30;2000;1;20
13-Feb-2022;19:30:53;Airfoil_MF;3;-456.846418;1365.38;1;30;2000;1;20
13-Feb-2022;19:56:49;Airfoil_MF;4;-450.750669;1556.01;1;30;2000;1;20
13-Feb-2022;20:23:15;Airfoil_MF;5;-429.526998;1586.85;1;30;2000;1;20
13-Feb-2022;20:56:32;Airfoil_MF;6;-512.935275;1996.33;1;30;2000;1;20
13-Feb-2022;21:22:34;Airfoil_MF;7;-485.564644;1562.62;1;30;2000;1;20
13-Feb-2022;21:44:22;Airfoil_MF;8;-538.793003;1307.74;1;30;2000;1;20
13-Feb-2022;22:13:57;Airfoil_MF;9;-508.102773;1775.29;1;30;2000;1;20
13-Feb-2022;22:34:14;Airfoil_MF;10;-451.900025;1216.90;1;30;2000;1;20
13-Feb-2022;23:02:57;Airfoil_MF;11;-489.259011;1722.85;1;30;2000;1;20
13-Feb-2022;23:22:59;Airfoil_MF;12;-516.952678;1201.46;1;30;2000;1;20
13-Feb-2022;23:48:53;Airfoil_MF;13;-326.270516;1554.11;1;30;2000;1;20
14-Feb-2022;00:15:15;Airfoil_MF;14;-470.491636;1581.80;1;30;2000;1;20
14-Feb-2022;00:37:58;Airfoil_MF;15;-451.747214;1363.91;1;30;2000;1;20
14-Feb-2022;01:01:47;Airfoil_MF;16;-331.174793;1428.91;1;30;2000;1;20
14-Feb-2022;01:26:23;Airfoil_MF;17;-469.680150;1475.97;1;30;2000;1;20
14-Feb-2022;01:48:12;Airfoil_MF;18;-432.936266;1308.54;1;30;2000;1;20
14-Feb-2022;02:10:36;Airfoil_MF;19;-468.516871;1344.56;1;30;2000;1;20
14-Feb-2022;02:33:27;Airfoil_MF;20;-503.318978;1370.30;1;30;2000;1;20
14-Feb-2022;03:04:48;Airfoil_MF;21;-518.198997;1881.50;1;30;2000;1;20
14-Feb-2022;03:28:57;Airfoil_MF;22;-444.090765;1449.03;1;30;2000;1;20
14-Feb-2022;03:55:48;Airfoil_MF;23;-438.553178;1610.94;1;30;2000;1;20
14-Feb-2022;04:19:51;Airfoil_MF;24;-498.048810;1442.30;1;30;2000;1;20
14-Feb-2022;04:40:20;Airfoil_MF;25;-496.175738;1229.45;1;30;2000;1;20
14-Feb-2022;05:01:33;Airfoil_MF;26;-425.139677;1272.88;1;30;2000;1;20
14-Feb-2022;05:31:39;Airfoil_MF;27;-424.809020;1805.98;1;30;2000;1;20
14-Feb-2022;05:54:17;Airfoil_MF;28;-520.507763;1358.15;1;30;2000;1;20
14-Feb-2022;06:20:34;Airfoil_MF;29;-456.709090;1576.94;1;30;2000;1;20
14-Feb-2022;06:42:41;Airfoil_MF;30;-389.892286;1327.30;1;30;2000;1;20
