DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
20-Feb-2022;09:47:44;LV_f11_MF;1;0.000000;634.54;1;5;2000;1;5;1;25
20-Feb-2022;09:58:12;LV_f11_MF;2;0.000000;628.32;1;5;2000;1;5;1;25
20-Feb-2022;10:08:18;LV_f11_MF;3;0.000001;606.06;1;5;2000;1;5;1;25
20-Feb-2022;10:17:53;LV_f11_MF;4;0.000000;574.63;1;5;2000;1;5;1;25
20-Feb-2022;10:28:29;LV_f11_MF;5;0.000000;635.84;1;5;2000;1;5;1;25
20-Feb-2022;10:40:54;LV_f13_MF;1;34.889564;744.97;1;5;2000;1;5;1;25
20-Feb-2022;10:53:29;LV_f13_MF;2;30.630734;754.98;1;5;2000;1;5;1;25
20-Feb-2022;11:05:51;LV_f13_MF;3;51.468259;742.40;1;5;2000;1;5;1;25
20-Feb-2022;11:18:25;LV_f13_MF;4;14.668208;753.90;1;5;2000;1;5;1;25
20-Feb-2022;11:31:04;LV_f13_MF;5;34.772843;758.49;1;5;2000;1;5;1;25
20-Feb-2022;11:49:55;LV_f14_MF;1;0.250012;1131.08;1;5;2000;1;5;1;25
20-Feb-2022;12:08:40;LV_f14_MF;2;0.250020;1125.28;1;5;2000;1;5;1;25
20-Feb-2022;12:27:06;LV_f14_MF;3;0.250023;1105.28;1;5;2000;1;5;1;25
20-Feb-2022;12:45:42;LV_f14_MF;4;0.250012;1116.22;1;5;2000;1;5;1;25
20-Feb-2022;13:04:39;LV_f14_MF;5;0.250029;1137.15;1;5;2000;1;5;1;25
20-Feb-2022;13:16:39;LV_f15_MF;1;1619.572394;719.09;1;5;2000;1;5;1;25
20-Feb-2022;13:30:45;LV_f15_MF;2;4803.962662;846.26;1;5;2000;1;5;1;25
20-Feb-2022;13:44:19;LV_f15_MF;3;6318.897380;814.18;1;5;2000;1;5;1;25
20-Feb-2022;13:57:31;LV_f15_MF;4;2028.546935;791.29;1;5;2000;1;5;1;25
20-Feb-2022;14:09:39;LV_f15_MF;5;4258.801311;728.02;1;5;2000;1;5;1;25
20-Feb-2022;14:52:49;LV_f16_MF;1;410.629698;2589.77;1;5;2000;1;5;1;25
20-Feb-2022;15:29:49;LV_f16_MF;2;304.568008;2220.05;1;5;2000;1;5;1;25
20-Feb-2022;16:09:59;LV_f16_MF;3;274.281718;2409.97;1;5;2000;1;5;1;25
20-Feb-2022;16:44:43;LV_f16_MF;4;574.268002;2083.57;1;5;2000;1;5;1;25
20-Feb-2022;17:20:59;LV_f16_MF;5;377.354072;2176.17;1;5;2000;1;5;1;25
20-Feb-2022;17:35:30;LV_f17_MF;1;3.549099;870.72;1;5;2000;1;5;1;25
20-Feb-2022;17:51:26;LV_f17_MF;2;5.420797;956.29;1;5;2000;1;5;1;25
20-Feb-2022;18:06:18;LV_f17_MF;3;3.519481;891.55;1;5;2000;1;5;1;25
20-Feb-2022;18:23:17;LV_f17_MF;4;-1.658633;1019.27;1;5;2000;1;5;1;25
20-Feb-2022;18:38:58;LV_f17_MF;5;-0.890156;941.03;1;5;2000;1;5;1;25
20-Feb-2022;18:48:00;Griewank_d3_e2;1;0.000000;541.60;1;5;2000;1;5;1;25
20-Feb-2022;18:57:34;Griewank_d3_e2;2;0.007396;573.86;1;5;2000;1;5;1;25
20-Feb-2022;19:06:45;Griewank_d3_e2;3;0.007396;551.85;1;5;2000;1;5;1;25
20-Feb-2022;19:16:00;Griewank_d3_e2;4;0.000001;554.17;1;5;2000;1;5;1;25
20-Feb-2022;19:25:32;Griewank_d3_e2;5;0.007396;571.98;1;5;2000;1;5;1;25
20-Feb-2022;19:44:03;Griewank_d5_e2;1;0.210057;1111.22;1;5;2000;1;5;1;25
20-Feb-2022;20:03:28;Griewank_d5_e2;2;0.007568;1165.20;1;5;2000;1;5;1;25
20-Feb-2022;20:22:15;Griewank_d5_e2;3;0.007417;1127.08;1;5;2000;1;5;1;25
20-Feb-2022;20:41:30;Griewank_d5_e2;4;0.041165;1154.49;1;5;2000;1;5;1;25
20-Feb-2022;21:00:01;Griewank_d5_e2;5;0.043556;1110.68;1;5;2000;1;5;1;25
20-Feb-2022;21:40:00;Griewank_d8_e2;1;0.950784;2399.16;1;5;2000;1;5;1;25
20-Feb-2022;22:09:44;Griewank_d8_e2;2;0.010079;1784.30;1;5;2000;1;5;1;25
20-Feb-2022;22:46:28;Griewank_d8_e2;3;0.012197;2203.03;1;5;2000;1;5;1;25
20-Feb-2022;23:21:49;Griewank_d8_e2;4;0.945200;2121.39;1;5;2000;1;5;1;25
20-Feb-2022;23:55:19;Griewank_d8_e2;5;0.015880;2009.27;1;5;2000;1;5;1;25
21-Feb-2022;00:07:00;Griewank_d3_e6;1;0.041013;701.15;1;5;2000;1;5;1;25
21-Feb-2022;00:18:42;Griewank_d3_e6;2;0.007396;701.97;1;5;2000;1;5;1;25
21-Feb-2022;00:30:48;Griewank_d3_e6;3;0.007396;726.40;1;5;2000;1;5;1;25
21-Feb-2022;00:41:22;Griewank_d3_e6;4;0.007396;633.84;1;5;2000;1;5;1;25
21-Feb-2022;00:53:09;Griewank_d3_e6;5;0.007396;706.54;1;5;2000;1;5;1;25
21-Feb-2022;01:16:44;Griewank_d5_e6;1;0.210093;1415.38;1;5;2000;1;5;1;25
21-Feb-2022;01:42:25;Griewank_d5_e6;2;0.007503;1540.88;1;5;2000;1;5;1;25
21-Feb-2022;02:05:27;Griewank_d5_e6;3;0.001222;1381.94;1;5;2000;1;5;1;25
21-Feb-2022;02:30:48;Griewank_d5_e6;4;0.000036;1520.96;1;5;2000;1;5;1;25
21-Feb-2022;02:54:54;Griewank_d5_e6;5;0.043504;1445.19;1;5;2000;1;5;1;25
21-Feb-2022;04:04:38;Griewank_d8_e6;1;0.173133;4183.72;1;5;2000;1;5;1;25
21-Feb-2022;04:57:17;Griewank_d8_e6;2;0.943886;3159.54;1;5;2000;1;5;1;25
21-Feb-2022;05:50:15;Griewank_d8_e6;3;0.815449;3177.28;1;5;2000;1;5;1;25
21-Feb-2022;06:44:02;Griewank_d8_e6;4;0.945200;3227.02;1;5;2000;1;5;1;25
21-Feb-2022;07:32:16;Griewank_d8_e6;5;0.019326;2894.28;1;5;2000;1;5;1;25
