DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST
31-Aug-2021;22:51:03;LV_f12_MF;1;-4.522488;1192.74;1;30;400;1;5
31-Aug-2021;23:10:26;LV_f12_MF;2;-5.820938;1163.36;1;30;400;1;5
31-Aug-2021;23:22:29;LV_f12_MF;3;-3.064307;722.41;1;30;400;1;5
31-Aug-2021;23:33:25;LV_f12_MF;4;-2.842532;655.93;1;30;400;1;5
31-Aug-2021;23:51:15;LV_f12_MF;5;-4.716039;1070.16;1;30;400;1;5
01-Sep-2021;00:04:04;LV_f12_MF;6;-2.159975;769.10;1;30;400;1;5
01-Sep-2021;00:17:01;LV_f12_MF;7;-3.199010;776.57;1;30;400;1;5
01-Sep-2021;00:30:40;LV_f12_MF;8;-3.248049;819.05;1;30;400;1;5
01-Sep-2021;00:47:18;LV_f12_MF;9;-3.628250;998.18;1;30;400;1;5
01-Sep-2021;01:01:34;LV_f12_MF;10;-2.774512;856.10;1;30;400;1;5
01-Sep-2021;01:17:56;LV_f12_MF;11;-3.774284;982.31;1;30;400;1;5
01-Sep-2021;01:32:47;LV_f12_MF;12;-3.305100;890.83;1;30;400;1;5
01-Sep-2021;01:52:53;LV_f12_MF;13;-4.220293;1206.25;1;30;400;1;5
01-Sep-2021;02:07:49;LV_f12_MF;14;-3.222884;895.47;1;30;400;1;5
01-Sep-2021;02:25:46;LV_f12_MF;15;-3.601616;1076.88;1;30;400;1;5
01-Sep-2021;02:41:42;LV_f12_MF;16;-6.330923;956.45;1;30;400;1;5
01-Sep-2021;02:56:01;LV_f12_MF;17;-2.853367;858.46;1;30;400;1;5
01-Sep-2021;03:11:27;LV_f12_MF;18;-3.912273;926.22;1;30;400;1;5
01-Sep-2021;03:27:11;LV_f12_MF;19;-2.018630;943.74;1;30;400;1;5
01-Sep-2021;03:43:12;LV_f12_MF;20;-3.884497;961.47;1;30;400;1;5
01-Sep-2021;03:59:24;LV_f12_MF;21;-5.287864;971.92;1;30;400;1;5
01-Sep-2021;04:11:41;LV_f12_MF;22;-2.615051;737.03;1;30;400;1;5
01-Sep-2021;04:25:34;LV_f12_MF;23;-3.539497;832.73;1;30;400;1;5
01-Sep-2021;04:37:07;LV_f12_MF;24;-2.792339;692.84;1;30;400;1;5
01-Sep-2021;04:50:05;LV_f12_MF;25;-1.843639;778.80;1;30;400;1;5
01-Sep-2021;05:04:37;LV_f12_MF;26;-8.110709;872.06;1;30;400;1;5
01-Sep-2021;05:24:43;LV_f12_MF;27;-4.073521;1205.42;1;30;400;1;5
01-Sep-2021;05:38:33;LV_f12_MF;28;-3.155997;829.79;1;30;400;1;5
01-Sep-2021;05:56:03;LV_f12_MF;29;-5.093676;1049.85;1;30;400;1;5
01-Sep-2021;06:13:55;LV_f12_MF;30;-4.407860;1072.81;1;30;400;1;5
01-Sep-2021;06:30:17;LV_f13_MF;1;0.197534;981.42;1;30;400;1;5
01-Sep-2021;06:48:31;LV_f13_MF;2;0.255794;1094.01;1;30;400;1;5
01-Sep-2021;07:04:44;LV_f13_MF;3;0.168669;973.37;1;30;400;1;5
01-Sep-2021;07:21:44;LV_f13_MF;4;0.694655;1019.56;1;30;400;1;5
01-Sep-2021;07:38:31;LV_f13_MF;5;0.693460;1007.71;1;30;400;1;5
01-Sep-2021;07:53:19;LV_f13_MF;6;0.294215;887.48;1;30;400;1;5
01-Sep-2021;08:14:10;LV_f13_MF;7;0.423600;1250.64;1;30;400;1;5
01-Sep-2021;08:28:37;LV_f13_MF;8;0.051920;867.58;1;30;400;1;5
01-Sep-2021;08:42:34;LV_f13_MF;9;0.101119;837.02;1;30;400;1;5
01-Sep-2021;08:56:36;LV_f13_MF;10;0.672077;841.27;1;30;400;1;5
01-Sep-2021;09:09:40;LV_f13_MF;11;0.333138;784.30;1;30;400;1;5
01-Sep-2021;09:22:37;LV_f13_MF;12;0.309800;777.17;1;30;400;1;5
01-Sep-2021;09:37:06;LV_f13_MF;13;0.675111;869.09;1;30;400;1;5
01-Sep-2021;09:54:40;LV_f13_MF;14;0.125924;1053.92;1;30;400;1;5
01-Sep-2021;10:08:27;LV_f13_MF;15;0.231147;826.49;1;30;400;1;5
01-Sep-2021;10:22:51;LV_f13_MF;16;0.700695;864.13;1;30;400;1;5
01-Sep-2021;10:37:39;LV_f13_MF;17;0.289611;888.33;1;30;400;1;5
01-Sep-2021;10:52:18;LV_f13_MF;18;0.433426;878.92;1;30;400;1;5
01-Sep-2021;11:06:11;LV_f13_MF;19;0.270413;833.54;1;30;400;1;5
01-Sep-2021;11:20:14;LV_f13_MF;20;0.422496;842.26;1;30;400;1;5
01-Sep-2021;11:36:34;LV_f13_MF;21;0.354932;980.25;1;30;400;1;5
01-Sep-2021;11:53:09;LV_f13_MF;22;0.187929;994.74;1;30;400;1;5
01-Sep-2021;12:05:30;LV_f13_MF;23;0.294698;741.09;1;30;400;1;5
01-Sep-2021;12:18:22;LV_f13_MF;24;0.678319;772.12;1;30;400;1;5
01-Sep-2021;12:34:58;LV_f13_MF;25;0.229833;995.68;1;30;400;1;5
01-Sep-2021;12:48:06;LV_f13_MF;26;0.145208;788.52;1;30;400;1;5
01-Sep-2021;13:04:04;LV_f13_MF;27;0.260364;957.35;1;30;400;1;5
01-Sep-2021;13:19:30;LV_f13_MF;28;0.429410;926.77;1;30;400;1;5
01-Sep-2021;13:34:56;LV_f13_MF;29;0.274067;925.99;1;30;400;1;5
01-Sep-2021;13:51:19;LV_f13_MF;30;0.172316;982.35;1;30;400;1;5
01-Sep-2021;14:14:10;LV_f14_MF;1;0.262430;1371.15;1;30;400;1;5
01-Sep-2021;14:34:32;LV_f14_MF;2;0.252179;1222.22;1;30;400;1;5
01-Sep-2021;14:55:03;LV_f14_MF;3;0.260170;1230.94;1;30;400;1;5
01-Sep-2021;15:15:36;LV_f14_MF;4;0.256754;1232.97;1;30;400;1;5
01-Sep-2021;15:37:03;LV_f14_MF;5;0.265294;1286.53;1;30;400;1;5
01-Sep-2021;15:58:07;LV_f14_MF;6;0.260867;1264.64;1;30;400;1;5
01-Sep-2021;16:19:01;LV_f14_MF;7;0.257365;1253.69;1;30;400;1;5
01-Sep-2021;16:40:04;LV_f14_MF;8;0.254137;1262.69;1;30;400;1;5
01-Sep-2021;17:00:12;LV_f14_MF;9;0.263897;1208.19;1;30;400;1;5
01-Sep-2021;17:19:02;LV_f14_MF;10;0.260051;1130.46;1;30;400;1;5
01-Sep-2021;17:40:11;LV_f14_MF;11;0.258465;1269.13;1;30;400;1;5
01-Sep-2021;18:01:31;LV_f14_MF;12;0.263983;1280.04;1;30;400;1;5
01-Sep-2021;18:22:01;LV_f14_MF;13;0.261086;1229.64;1;30;400;1;5
01-Sep-2021;18:43:05;LV_f14_MF;14;0.259837;1263.62;1;30;400;1;5
01-Sep-2021;19:03:35;LV_f14_MF;15;0.264276;1230.22;1;30;400;1;5
01-Sep-2021;19:23:18;LV_f14_MF;16;0.263946;1183.64;1;30;400;1;5
01-Sep-2021;19:44:53;LV_f14_MF;17;0.256519;1294.45;1;30;400;1;5
01-Sep-2021;20:05:01;LV_f14_MF;18;0.265856;1207.75;1;30;400;1;5
01-Sep-2021;20:24:01;LV_f14_MF;19;0.263047;1139.94;1;30;400;1;5
01-Sep-2021;20:44:59;LV_f14_MF;20;0.257223;1258.64;1;30;400;1;5
01-Sep-2021;21:05:25;LV_f14_MF;21;0.262544;1226.04;1;30;400;1;5
01-Sep-2021;21:26:08;LV_f14_MF;22;0.258283;1243.16;1;30;400;1;5
01-Sep-2021;21:46:40;LV_f14_MF;23;0.263601;1232.13;1;30;400;1;5
01-Sep-2021;22:06:54;LV_f14_MF;24;0.258718;1213.30;1;30;400;1;5
01-Sep-2021;22:26:27;LV_f14_MF;25;0.266250;1173.47;1;30;400;1;5
01-Sep-2021;22:45:02;LV_f14_MF;26;0.265082;1115.18;1;30;400;1;5
01-Sep-2021;23:05:57;LV_f14_MF;27;0.256808;1254.10;1;30;400;1;5
01-Sep-2021;23:28:25;LV_f14_MF;28;0.262943;1348.57;1;30;400;1;5
01-Sep-2021;23:48:15;LV_f14_MF;29;0.256357;1190.03;1;30;400;1;5
02-Sep-2021;00:10:54;LV_f14_MF;30;0.263798;1358.50;1;30;400;1;5
02-Sep-2021;00:23:13;LV_f15_MF;1;56.363253;739.27;1;30;400;1;5
02-Sep-2021;00:35:45;LV_f15_MF;2;75.861124;751.88;1;30;400;1;5
02-Sep-2021;00:48:12;LV_f15_MF;3;198.752926;747.01;1;30;400;1;5
02-Sep-2021;00:59:34;LV_f15_MF;4;101.598200;682.21;1;30;400;1;5
02-Sep-2021;01:11:16;LV_f15_MF;5;76.375583;701.96;1;30;400;1;5
02-Sep-2021;01:24:52;LV_f15_MF;6;48.634506;816.44;1;30;400;1;5
02-Sep-2021;01:41:25;LV_f15_MF;7;198.515988;992.17;1;30;400;1;5
02-Sep-2021;01:55:13;LV_f15_MF;8;154.457028;828.69;1;30;400;1;5
