DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
28-Feb-2022;09:53:23;LV_f11_MF;1;0.000000;597.17;0;2;2000;1;5;25;3
28-Feb-2022;10:03:20;LV_f11_MF;2;0.000000;597.38;0;2;2000;1;5;25;3
28-Feb-2022;10:16:50;LV_f13_MF;1;15.485957;809.59;0;2;2000;1;5;25;3
28-Feb-2022;10:30:21;LV_f13_MF;2;22.773719;811.23;0;2;2000;1;5;25;3
28-Feb-2022;10:38:38;LV_f15_MF;1;1404.781204;496.54;0;2;2000;1;5;25;3
28-Feb-2022;10:44:08;LV_f15_MF;2;5993.411943;330.64;0;2;2000;1;5;25;3
28-Feb-2022;10:52:33;LV_f17_MF;1;1.776758;505.11;0;2;2000;1;5;25;3
28-Feb-2022;11:01:16;LV_f17_MF;2;0.311848;522.56;0;2;2000;1;5;25;3
28-Feb-2022;11:10:50;Griewank_d3_e2;1;0.005766;574.20;0;2;2000;1;5;25;3
28-Feb-2022;11:19:42;Griewank_d3_e2;2;0.000038;531.74;0;2;2000;1;5;25;3
28-Feb-2022;11:28:43;Griewank_d8_e2;1;0.950784;540.79;0;2;2000;1;5;25;3
28-Feb-2022;11:37:32;Griewank_d8_e2;2;0.943886;528.97;0;2;2000;1;5;25;3
