DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
28-Feb-2022;11:47:43;LV_f11_MF;1;0.000000;611.15;0;2;2000;1;5;25;5
28-Feb-2022;11:57:41;LV_f11_MF;2;0.000000;598.14;0;2;2000;1;5;25;5
28-Feb-2022;12:11:01;LV_f13_MF;1;15.485957;799.44;0;2;2000;1;5;25;5
28-Feb-2022;12:24:33;LV_f13_MF;2;22.773719;812.39;0;2;2000;1;5;25;5
28-Feb-2022;12:32:50;LV_f15_MF;1;1404.781204;496.60;0;2;2000;1;5;25;5
28-Feb-2022;12:38:21;LV_f15_MF;2;5993.411943;330.95;0;2;2000;1;5;25;5
28-Feb-2022;12:46:46;LV_f17_MF;1;1.776758;505.00;0;2;2000;1;5;25;5
28-Feb-2022;12:55:28;LV_f17_MF;2;0.311848;521.95;0;2;2000;1;5;25;5
28-Feb-2022;13:04:59;Griewank_d3_e2;1;0.005766;570.27;0;2;2000;1;5;25;5
28-Feb-2022;13:13:57;Griewank_d3_e2;2;0.000038;538.15;0;2;2000;1;5;25;5
28-Feb-2022;13:23:09;Griewank_d8_e2;1;0.950784;551.89;0;2;2000;1;5;25;5
28-Feb-2022;13:32:08;Griewank_d8_e2;2;0.943886;539.57;0;2;2000;1;5;25;5
