DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST
10-Sep-2021;18:15:01;Griewank_d5_e6;1;0.000000;1409.30;0;30;400;1;5
10-Sep-2021;18:36:34;Griewank_d5_e6;2;0.000000;1293.23;0;30;400;1;5
10-Sep-2021;19:02:11;Griewank_d5_e6;3;0.000000;1536.79;0;30;400;1;5
10-Sep-2021;19:22:38;Griewank_d5_e6;4;0.253961;1226.92;0;30;400;1;5
10-Sep-2021;19:44:05;Griewank_d5_e6;5;0.000000;1286.65;0;30;400;1;5
10-Sep-2021;20:05:36;Griewank_d5_e6;6;0.000000;1291.06;0;30;400;1;5
10-Sep-2021;20:26:27;Griewank_d5_e6;7;0.000000;1251.43;0;30;400;1;5
10-Sep-2021;20:48:22;Griewank_d5_e6;8;0.214900;1314.44;0;30;400;1;5
10-Sep-2021;21:11:14;Griewank_d5_e6;9;0.000000;1371.77;0;30;400;1;5
10-Sep-2021;21:35:28;Griewank_d5_e6;10;0.128247;1453.82;0;30;400;1;5
10-Sep-2021;21:56:04;Griewank_d5_e6;11;0.426671;1236.04;0;30;400;1;5
10-Sep-2021;22:22:30;Griewank_d5_e6;12;0.000000;1585.77;0;30;400;1;5
10-Sep-2021;22:47:18;Griewank_d5_e6;13;0.000000;1488.15;0;30;400;1;5
10-Sep-2021;23:12:50;Griewank_d5_e6;14;0.000000;1532.22;0;30;400;1;5
10-Sep-2021;23:35:55;Griewank_d5_e6;15;0.115995;1384.78;0;30;400;1;5
10-Sep-2021;23:59:11;Griewank_d5_e6;16;0.250813;1395.65;0;30;400;1;5
11-Sep-2021;00:23:01;Griewank_d5_e6;17;0.054771;1430.32;0;30;400;1;5
11-Sep-2021;00:49:23;Griewank_d5_e6;18;0.000000;1581.38;0;30;400;1;5
11-Sep-2021;01:15:29;Griewank_d5_e6;19;0.000000;1566.45;0;30;400;1;5
11-Sep-2021;01:40:29;Griewank_d5_e6;20;0.108954;1500.04;0;30;400;1;5
11-Sep-2021;02:03:35;Griewank_d5_e6;21;0.052581;1386.03;0;30;400;1;5
11-Sep-2021;02:29:20;Griewank_d5_e6;22;0.000000;1544.27;0;30;400;1;5
11-Sep-2021;02:55:58;Griewank_d5_e6;23;0.000000;1598.76;0;30;400;1;5
11-Sep-2021;03:19:58;Griewank_d5_e6;24;0.267794;1439.95;0;30;400;1;5
11-Sep-2021;03:44:19;Griewank_d5_e6;25;0.000000;1460.88;0;30;400;1;5
11-Sep-2021;04:10:35;Griewank_d5_e6;26;0.245069;1575.57;0;30;400;1;5
11-Sep-2021;04:37:40;Griewank_d5_e6;27;0.000000;1625.21;0;30;400;1;5
11-Sep-2021;05:01:03;Griewank_d5_e6;28;0.070720;1402.62;0;30;400;1;5
11-Sep-2021;05:25:23;Griewank_d5_e6;29;0.000000;1460.41;0;30;400;1;5
11-Sep-2021;05:50:19;Griewank_d5_e6;30;0.000000;1495.77;0;30;400;1;5
11-Sep-2021;06:00:02;Griewank_d8_e6;1;0.001195;582.88;0;30;400;1;5
11-Sep-2021;06:11:19;Griewank_d8_e6;2;0.004764;676.80;0;30;400;1;5
11-Sep-2021;06:24:59;Griewank_d8_e6;3;0.793387;820.14;0;30;400;1;5
11-Sep-2021;06:40:50;Griewank_d8_e6;4;0.900427;951.31;0;30;400;1;5
11-Sep-2021;06:49:58;Griewank_d8_e6;5;0.826692;547.14;0;30;400;1;5
11-Sep-2021;06:59:35;Griewank_d8_e6;6;0.479422;577.49;0;30;400;1;5
11-Sep-2021;07:07:46;Griewank_d8_e6;7;0.961980;491.10;0;30;400;1;5
11-Sep-2021;07:22:08;Griewank_d8_e6;8;0.970229;861.51;0;30;400;1;5
11-Sep-2021;07:31:12;Griewank_d8_e6;9;0.815128;543.88;0;30;400;1;5
11-Sep-2021;07:40:20;Griewank_d8_e6;10;0.024595;548.48;0;30;400;1;5
11-Sep-2021;07:51:44;Griewank_d8_e6;11;0.003760;683.30;0;30;400;1;5
