DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
01-Mar-2022;21:08:26;LV_f13_MF;1;248.920066;257.73;0;5;2000;1;5;25;7
01-Mar-2022;21:08:55;LV_f13_MF;2;383.857705;29.36;0;5;2000;1;5;25;7
01-Mar-2022;21:11:52;LV_f13_MF;3;5.388787;177.24;0;5;2000;1;5;25;7
01-Mar-2022;21:16:11;LV_f13_MF;4;298.544829;258.96;0;5;2000;1;5;25;7
01-Mar-2022;21:16:37;LV_f13_MF;5;1668.496580;25.74;0;5;2000;1;5;25;7
01-Mar-2022;21:17:37;LV_f15_MF;1;30216.493031;59.80;0;5;2000;1;5;25;7
01-Mar-2022;21:18:41;LV_f15_MF;2;2602.820470;64.29;0;5;2000;1;5;25;7
01-Mar-2022;21:19:39;LV_f15_MF;3;8770.234779;57.91;0;5;2000;1;5;25;7
01-Mar-2022;21:20:48;LV_f15_MF;4;13123.485736;68.75;0;5;2000;1;5;25;7
01-Mar-2022;21:21:53;LV_f15_MF;5;41639.224117;65.20;0;5;2000;1;5;25;7
01-Mar-2022;21:27:01;LV_f17_MF;1;18.566872;307.69;0;5;2000;1;5;25;7
01-Mar-2022;21:27:33;LV_f17_MF;2;872.562224;32.33;0;5;2000;1;5;25;7
01-Mar-2022;21:31:25;LV_f17_MF;3;2.885986;232.23;0;5;2000;1;5;25;7
01-Mar-2022;21:36:29;LV_f17_MF;4;30.781535;304.04;0;5;2000;1;5;25;7
01-Mar-2022;21:37:02;LV_f17_MF;5;722.810009;32.53;0;5;2000;1;5;25;7
01-Mar-2022;21:44:32;Griewank_d3_e2;1;0.000005;449.52;0;5;2000;1;5;25;7
01-Mar-2022;21:46:52;Griewank_d3_e2;2;0.000063;140.30;0;5;2000;1;5;25;7
01-Mar-2022;21:51:07;Griewank_d3_e2;3;0.000107;255.06;0;5;2000;1;5;25;7
01-Mar-2022;21:54:52;Griewank_d3_e2;4;0.000014;224.71;0;5;2000;1;5;25;7
01-Mar-2022;21:57:20;Griewank_d3_e2;5;0.000034;148.53;0;5;2000;1;5;25;7
01-Mar-2022;21:59:56;Griewank_d8_e2;1;0.984053;155.53;0;5;2000;1;5;25;7
01-Mar-2022;22:00:27;Griewank_d8_e2;2;0.991303;31.09;0;5;2000;1;5;25;7
01-Mar-2022;22:01:02;Griewank_d8_e2;3;0.970229;34.73;0;5;2000;1;5;25;7
01-Mar-2022;22:02:23;Griewank_d8_e2;4;0.815128;81.49;0;5;2000;1;5;25;7
01-Mar-2022;22:05:38;Griewank_d8_e2;5;0.888299;194.66;0;5;2000;1;5;25;7
