DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST
06-Sep-2021;21:46:47;Griewank_d3_e2;1;0.000000;591.55;1;30;400;1;5
06-Sep-2021;21:55:52;Griewank_d3_e2;2;0.000000;544.39;1;30;400;1;5
06-Sep-2021;22:04:32;Griewank_d3_e2;3;0.000000;519.94;1;30;400;1;5
06-Sep-2021;22:13:01;Griewank_d3_e2;4;0.013030;509.46;1;30;400;1;5
06-Sep-2021;22:23:01;Griewank_d3_e2;5;0.000000;599.48;1;30;400;1;5
06-Sep-2021;22:32:15;Griewank_d3_e2;6;0.015790;554.23;1;30;400;1;5
06-Sep-2021;22:41:57;Griewank_d3_e2;7;0.000000;581.80;1;30;400;1;5
06-Sep-2021;22:51:32;Griewank_d3_e2;8;0.000000;575.66;1;30;400;1;5
06-Sep-2021;23:01:00;Griewank_d3_e2;9;0.000000;567.08;1;30;400;1;5
06-Sep-2021;23:09:55;Griewank_d3_e2;10;0.000000;535.93;1;30;400;1;5
06-Sep-2021;23:18:49;Griewank_d3_e2;11;0.044530;533.89;1;30;400;1;5
06-Sep-2021;23:29:42;Griewank_d3_e2;12;0.000000;652.23;1;30;400;1;5
06-Sep-2021;23:39:11;Griewank_d3_e2;13;0.000000;569.46;1;30;400;1;5
06-Sep-2021;23:48:18;Griewank_d3_e2;14;0.000000;546.50;1;30;400;1;5
06-Sep-2021;23:57:28;Griewank_d3_e2;15;0.000000;550.12;1;30;400;1;5
07-Sep-2021;00:06:50;Griewank_d3_e2;16;0.000000;562.53;1;30;400;1;5
07-Sep-2021;00:15:54;Griewank_d3_e2;17;0.009883;543.62;1;30;400;1;5
07-Sep-2021;00:26:07;Griewank_d3_e2;18;0.000000;612.73;1;30;400;1;5
07-Sep-2021;00:35:53;Griewank_d3_e2;19;0.000000;585.99;1;30;400;1;5
07-Sep-2021;00:45:18;Griewank_d3_e2;20;0.010423;565.72;1;30;400;1;5
07-Sep-2021;00:54:54;Griewank_d3_e2;21;0.000000;575.38;1;30;400;1;5
07-Sep-2021;01:05:37;Griewank_d3_e2;22;0.000000;643.16;1;30;400;1;5
07-Sep-2021;01:15:06;Griewank_d3_e2;23;0.046698;569.13;1;30;400;1;5
07-Sep-2021;01:24:35;Griewank_d3_e2;24;0.000000;568.98;1;30;400;1;5
07-Sep-2021;01:34:22;Griewank_d3_e2;25;0.009554;586.56;1;30;400;1;5
07-Sep-2021;01:43:36;Griewank_d3_e2;26;0.009828;554.15;1;30;400;1;5
07-Sep-2021;01:54:17;Griewank_d3_e2;27;0.000000;641.69;1;30;400;1;5
07-Sep-2021;02:03:47;Griewank_d3_e2;28;0.012144;569.30;1;30;400;1;5
07-Sep-2021;02:12:59;Griewank_d3_e2;29;0.043655;552.48;1;30;400;1;5
07-Sep-2021;02:22:38;Griewank_d3_e2;30;0.000000;578.94;1;30;400;1;5
07-Sep-2021;02:47:51;Griewank_d5_e2;1;0.000000;1512.84;1;30;400;1;5
07-Sep-2021;03:08:39;Griewank_d5_e2;2;0.000000;1248.24;1;30;400;1;5
07-Sep-2021;03:28:28;Griewank_d5_e2;3;0.085273;1188.79;1;30;400;1;5
07-Sep-2021;03:53:39;Griewank_d5_e2;4;0.000000;1511.06;1;30;400;1;5
07-Sep-2021;04:15:44;Griewank_d5_e2;5;0.000000;1324.88;1;30;400;1;5
07-Sep-2021;04:39:40;Griewank_d5_e2;6;0.000000;1436.16;1;30;400;1;5
07-Sep-2021;05:08:06;Griewank_d5_e2;7;0.000000;1706.18;1;30;400;1;5
07-Sep-2021;05:30:25;Griewank_d5_e2;8;0.000000;1338.52;1;30;400;1;5
07-Sep-2021;05:54:23;Griewank_d5_e2;9;0.250378;1438.04;1;30;400;1;5
07-Sep-2021;06:19:26;Griewank_d5_e2;10;0.000000;1503.30;1;30;400;1;5
07-Sep-2021;06:40:00;Griewank_d5_e2;11;0.470842;1233.55;1;30;400;1;5
07-Sep-2021;07:00:43;Griewank_d5_e2;12;0.000000;1242.70;1;30;400;1;5
07-Sep-2021;07:22:36;Griewank_d5_e2;13;0.145588;1313.74;1;30;400;1;5
07-Sep-2021;07:46:00;Griewank_d5_e2;14;0.000000;1403.62;1;30;400;1;5
07-Sep-2021;08:10:02;Griewank_d5_e2;15;0.000000;1442.35;1;30;400;1;5
07-Sep-2021;08:30:10;Griewank_d5_e2;16;0.000000;1207.34;1;30;400;1;5
07-Sep-2021;08:49:46;Griewank_d5_e2;17;0.058826;1176.22;1;30;400;1;5
07-Sep-2021;09:11:41;Griewank_d5_e2;18;0.069148;1315.40;1;30;400;1;5
07-Sep-2021;09:33:25;Griewank_d5_e2;19;0.000000;1303.61;1;30;400;1;5
07-Sep-2021;09:59:15;Griewank_d5_e2;20;0.065888;1549.69;1;30;400;1;5
07-Sep-2021;10:23:16;Griewank_d5_e2;21;0.000000;1441.31;1;30;400;1;5
07-Sep-2021;10:50:21;Griewank_d5_e2;22;0.000000;1624.97;1;30;400;1;5
07-Sep-2021;11:11:28;Griewank_d5_e2;23;0.000000;1267.31;1;30;400;1;5
07-Sep-2021;11:36:39;Griewank_d5_e2;24;0.000000;1510.51;1;30;400;1;5
07-Sep-2021;12:02:14;Griewank_d5_e2;25;0.000000;1535.05;1;30;400;1;5
07-Sep-2021;12:23:53;Griewank_d5_e2;26;0.255161;1298.82;1;30;400;1;5
07-Sep-2021;12:48:32;Griewank_d5_e2;27;0.000000;1479.83;1;30;400;1;5
07-Sep-2021;13:09:22;Griewank_d5_e2;28;0.054263;1249.07;1;30;400;1;5
07-Sep-2021;13:31:44;Griewank_d5_e2;29;0.000000;1341.96;1;30;400;1;5
07-Sep-2021;13:57:19;Griewank_d5_e2;30;0.000000;1535.28;1;30;400;1;5
07-Sep-2021;14:36:00;Griewank_d8_e2;1;0.160421;2320.72;1;30;400;1;5
07-Sep-2021;15:17:17;Griewank_d8_e2;2;0.586419;2477.29;1;30;400;1;5
07-Sep-2021;16:01:54;Griewank_d8_e2;3;0.238807;2677.27;1;30;400;1;5
07-Sep-2021;16:51:00;Griewank_d8_e2;4;0.414029;2945.99;1;30;400;1;5
