DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST
14-Jul-2021;23:36:36;LV_f12_MF;1;-4.625146;1124.66;1;30;1000;1;2
14-Jul-2021;23:52:12;LV_f12_MF;2;-3.421127;936.59;1;30;1000;1;2
15-Jul-2021;00:06:36;LV_f12_MF;3;-2.553223;863.10;1;30;1000;1;2
15-Jul-2021;00:22:43;LV_f12_MF;4;-2.755576;966.99;1;30;1000;1;2
15-Jul-2021;00:43:36;LV_f12_MF;5;-4.716039;1253.18;1;30;1000;1;2
15-Jul-2021;00:59:22;LV_f12_MF;6;-5.297181;946.66;1;30;1000;1;2
15-Jul-2021;01:15:43;LV_f12_MF;7;-3.822971;980.11;1;30;1000;1;2
15-Jul-2021;01:34:48;LV_f12_MF;8;-4.415865;1145.17;1;30;1000;1;2
15-Jul-2021;01:54:06;LV_f12_MF;9;-6.583539;1158.10;1;30;1000;1;2
15-Jul-2021;02:10:44;LV_f12_MF;10;-3.262210;998.52;1;30;1000;1;2
15-Jul-2021;02:35:21;LV_f12_MF;11;-8.677989;1476.34;1;30;1000;1;2
15-Jul-2021;02:55:08;LV_f12_MF;12;-3.579262;1187.57;1;30;1000;1;2
15-Jul-2021;03:12:41;LV_f12_MF;13;-7.181847;1052.70;1;30;1000;1;2
15-Jul-2021;03:32:42;LV_f12_MF;14;-5.979509;1201.07;1;30;1000;1;2
15-Jul-2021;03:49:41;LV_f12_MF;15;-5.038823;1019.43;1;30;1000;1;2
15-Jul-2021;04:08:13;LV_f12_MF;16;-4.492793;1112.04;1;30;1000;1;2
15-Jul-2021;04:22:58;LV_f12_MF;17;-3.885384;884.82;1;30;1000;1;2
15-Jul-2021;04:45:44;LV_f12_MF;18;-7.098892;1365.19;1;30;1000;1;2
15-Jul-2021;05:03:03;LV_f12_MF;19;-3.437654;1039.16;1;30;1000;1;2
15-Jul-2021;05:18:30;LV_f12_MF;20;-2.393606;927.68;1;30;1000;1;2
15-Jul-2021;05:35:53;LV_f12_MF;21;-5.355677;1042.33;1;30;1000;1;2
15-Jul-2021;05:55:26;LV_f12_MF;22;-2.888044;1173.02;1;30;1000;1;2
15-Jul-2021;06:11:43;LV_f12_MF;23;-2.319025;977.50;1;30;1000;1;2
15-Jul-2021;06:26:06;LV_f12_MF;24;-2.970427;862.85;1;30;1000;1;2
15-Jul-2021;06:41:26;LV_f12_MF;25;-1.484618;920.12;1;30;1000;1;2
15-Jul-2021;06:55:50;LV_f12_MF;26;-2.022180;863.64;1;30;1000;1;2
15-Jul-2021;07:15:50;LV_f12_MF;27;-5.021403;1200.48;1;30;1000;1;2
15-Jul-2021;07:34:27;LV_f12_MF;28;-4.172129;1117.04;1;30;1000;1;2
15-Jul-2021;07:56:01;LV_f12_MF;29;-3.945492;1293.39;1;30;1000;1;2
15-Jul-2021;08:15:29;LV_f12_MF;30;-2.655645;1168.71;1;30;1000;1;2
15-Jul-2021;08:32:13;LV_f13_MF;1;0.211766;1003.64;1;30;1000;1;2
15-Jul-2021;08:49:14;LV_f13_MF;2;0.300731;1021.01;1;30;1000;1;2
15-Jul-2021;09:07:28;LV_f13_MF;3;0.208874;1093.94;1;30;1000;1;2
15-Jul-2021;09:25:48;LV_f13_MF;4;0.133014;1100.38;1;30;1000;1;2
15-Jul-2021;09:44:42;LV_f13_MF;5;0.248801;1133.82;1;30;1000;1;2
15-Jul-2021;10:01:16;LV_f13_MF;6;0.538994;993.83;1;30;1000;1;2
15-Jul-2021;10:18:44;LV_f13_MF;7;0.438170;1047.71;1;30;1000;1;2
15-Jul-2021;10:41:01;LV_f13_MF;8;0.203055;1336.85;1;30;1000;1;2
15-Jul-2021;11:01:19;LV_f13_MF;9;0.204906;1218.65;1;30;1000;1;2
15-Jul-2021;11:22:25;LV_f13_MF;10;0.057934;1265.75;1;30;1000;1;2
15-Jul-2021;11:40:07;LV_f13_MF;11;0.066638;1061.40;1;30;1000;1;2
15-Jul-2021;12:02:01;LV_f13_MF;12;0.149845;1314.75;1;30;1000;1;2
15-Jul-2021;12:19:56;LV_f13_MF;13;0.176085;1074.90;1;30;1000;1;2
15-Jul-2021;12:39:44;LV_f13_MF;14;0.187993;1187.83;1;30;1000;1;2
15-Jul-2021;12:57:06;LV_f13_MF;15;0.075485;1041.99;1;30;1000;1;2
15-Jul-2021;13:14:50;LV_f13_MF;16;0.089486;1064.14;1;30;1000;1;2
15-Jul-2021;13:33:50;LV_f13_MF;17;0.203447;1140.17;1;30;1000;1;2
15-Jul-2021;13:49:33;LV_f13_MF;18;0.226945;942.44;1;30;1000;1;2
15-Jul-2021;14:08:11;LV_f13_MF;19;0.192889;1117.73;1;30;1000;1;2
15-Jul-2021;14:24:33;LV_f13_MF;20;0.339875;982.74;1;30;1000;1;2
15-Jul-2021;14:43:30;LV_f13_MF;21;0.294794;1136.26;1;30;1000;1;2
15-Jul-2021;15:04:12;LV_f13_MF;22;0.163066;1242.49;1;30;1000;1;2
15-Jul-2021;15:21:33;LV_f13_MF;23;0.297669;1041.33;1;30;1000;1;2
15-Jul-2021;15:40:01;LV_f13_MF;24;0.172007;1107.86;1;30;1000;1;2
15-Jul-2021;15:59:32;LV_f13_MF;25;0.421058;1170.93;1;30;1000;1;2
15-Jul-2021;16:16:24;LV_f13_MF;26;0.426254;1011.53;1;30;1000;1;2
15-Jul-2021;16:36:23;LV_f13_MF;27;0.390213;1199.23;1;30;1000;1;2
15-Jul-2021;16:52:26;LV_f13_MF;28;0.083379;963.41;1;30;1000;1;2
15-Jul-2021;17:09:24;LV_f13_MF;29;0.211076;1017.45;1;30;1000;1;2
15-Jul-2021;17:27:29;LV_f13_MF;30;0.166611;1085.26;1;30;1000;1;2
15-Jul-2021;17:50:08;LV_f14_MF;1;0.259416;1359.38;1;30;1000;1;2
15-Jul-2021;18:13:23;LV_f14_MF;2;0.253785;1394.64;1;30;1000;1;2
15-Jul-2021;18:37:31;LV_f14_MF;3;0.258429;1447.91;1;30;1000;1;2
15-Jul-2021;19:02:53;LV_f14_MF;4;0.259517;1521.85;1;30;1000;1;2
15-Jul-2021;19:25:43;LV_f14_MF;5;0.255676;1369.65;1;30;1000;1;2
15-Jul-2021;19:48:31;LV_f14_MF;6;0.257244;1368.58;1;30;1000;1;2
15-Jul-2021;20:10:24;LV_f14_MF;7;0.251274;1313.23;1;30;1000;1;2
15-Jul-2021;20:32:59;LV_f14_MF;8;0.252827;1354.93;1;30;1000;1;2
15-Jul-2021;20:55:37;LV_f14_MF;9;0.263078;1358.11;1;30;1000;1;2
15-Jul-2021;21:17:29;LV_f14_MF;10;0.252992;1311.54;1;30;1000;1;2
15-Jul-2021;21:42:21;LV_f14_MF;11;0.256170;1491.72;1;30;1000;1;2
15-Jul-2021;22:03:23;LV_f14_MF;12;0.254916;1262.69;1;30;1000;1;2
15-Jul-2021;22:24:38;LV_f14_MF;13;0.262392;1274.44;1;30;1000;1;2
15-Jul-2021;22:48:30;LV_f14_MF;14;0.255294;1431.84;1;30;1000;1;2
15-Jul-2021;23:11:30;LV_f14_MF;15;0.253758;1379.92;1;30;1000;1;2
15-Jul-2021;23:36:14;LV_f14_MF;16;0.256234;1484.03;1;30;1000;1;2
16-Jul-2021;00:00:41;LV_f14_MF;17;0.257955;1467.06;1;30;1000;1;2
16-Jul-2021;00:26:51;LV_f14_MF;18;0.253799;1570.18;1;30;1000;1;2
16-Jul-2021;00:51:07;LV_f14_MF;19;0.255263;1455.65;1;30;1000;1;2
16-Jul-2021;01:16:57;LV_f14_MF;20;0.255260;1550.05;1;30;1000;1;2
16-Jul-2021;01:40:59;LV_f14_MF;21;0.258424;1441.96;1;30;1000;1;2
16-Jul-2021;02:05:18;LV_f14_MF;22;0.253113;1459.53;1;30;1000;1;2
16-Jul-2021;02:30:31;LV_f14_MF;23;0.259707;1512.50;1;30;1000;1;2
16-Jul-2021;02:54:46;LV_f14_MF;24;0.257466;1455.72;1;30;1000;1;2
16-Jul-2021;03:17:31;LV_f14_MF;25;0.256893;1364.95;1;30;1000;1;2
