DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
27-Feb-2022;22:50:50;LV_f11_MF;1;0.000000;511.53;1;5;2000;1;5;30;5
27-Feb-2022;22:58:27;LV_f11_MF;2;0.000000;456.69;1;5;2000;1;5;30;5
27-Feb-2022;23:07:06;LV_f11_MF;3;0.000000;518.80;1;5;2000;1;5;30;5
27-Feb-2022;23:15:31;LV_f11_MF;4;0.000000;504.14;1;5;2000;1;5;30;5
27-Feb-2022;23:24:14;LV_f11_MF;5;0.000000;523.51;1;5;2000;1;5;30;5
27-Feb-2022;23:33:04;LV_f13_MF;1;13.940554;530.13;1;5;2000;1;5;30;5
27-Feb-2022;23:42:30;LV_f13_MF;2;18.125989;565.46;1;5;2000;1;5;30;5
27-Feb-2022;23:50:26;LV_f13_MF;3;43.368334;476.48;1;5;2000;1;5;30;5
27-Feb-2022;23:59:31;LV_f13_MF;4;57.985577;544.72;1;5;2000;1;5;30;5
28-Feb-2022;00:09:21;LV_f13_MF;5;0.540599;589.28;1;5;2000;1;5;30;5
28-Feb-2022;00:17:06;LV_f15_MF;1;738.155318;465.24;1;5;2000;1;5;30;5
28-Feb-2022;00:26:04;LV_f15_MF;2;212.264447;538.39;1;5;2000;1;5;30;5
28-Feb-2022;00:36:16;LV_f15_MF;3;575.126096;612.09;1;5;2000;1;5;30;5
28-Feb-2022;00:47:26;LV_f15_MF;4;182.552589;669.05;1;5;2000;1;5;30;5
28-Feb-2022;00:58:31;LV_f15_MF;5;2547.420915;665.43;1;5;2000;1;5;30;5
28-Feb-2022;01:25:16;LV_f17_MF;1;-2.343911;1604.77;1;5;2000;1;5;30;5
28-Feb-2022;01:54:17;LV_f17_MF;2;-2.030678;1741.28;1;5;2000;1;5;30;5
