144,1.14359891844348
194,0.187234884578903
244,0.125746627145928
294,0.100229437357689
344,0.0755068071107997
394,0.0610415572199462
444,0.0508762268838896
494,0.0463025005958246
544,0.0429747218046695
594,0.0406209990310952
644,0.0386954442748586
694,0.0386926328512788
744,0.0365567830034202
794,0.030262380190711
844,0.0284304853638533
894,0.0208820050508503
944,0.0184910197698525
994,0.0172328111532671
1044,0.015352729356278
1094,0.014909917084107
1144,0.0145245332660007
1194,0.0139543734248425
1244,0.0136037190841349
1294,0.0136037190841349
1344,0.0136037190841349
1394,0.0131081241596872
1444,0.0131081241596872
1494,0.012681821561543
1544,0.0118063084813911
1594,0.0116211300513261
1644,0.011298068270446
1694,0.011298068270446
1744,0.011088495978079
1794,0.011088495978079
1844,0.011088495978079
1894,0.011088495978079
1944,0.0104512239153617
1994,0.00983095058151414
2000,0.00983095058151414
