DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
24-Feb-2022;23:55:32;LV_f11_MF;1;0.000000;294.62;1;5;2000;1;5;50;25
25-Feb-2022;00:00:08;LV_f11_MF;2;0.000000;276.16;1;5;2000;1;5;50;25
25-Feb-2022;00:05:38;LV_f11_MF;3;0.000000;329.73;1;5;2000;1;5;50;25
25-Feb-2022;00:10:42;LV_f11_MF;4;0.000001;303.91;1;5;2000;1;5;50;25
25-Feb-2022;00:15:52;LV_f11_MF;5;0.000000;309.92;1;5;2000;1;5;50;25
25-Feb-2022;00:19:57;LV_f13_MF;1;104.778277;244.93;1;5;2000;1;5;50;25
25-Feb-2022;00:25:57;LV_f13_MF;2;210.706032;359.71;1;5;2000;1;5;50;25
25-Feb-2022;00:31:03;LV_f13_MF;3;228.795618;306.70;1;5;2000;1;5;50;25
25-Feb-2022;00:35:43;LV_f13_MF;4;110.396123;279.32;1;5;2000;1;5;50;25
25-Feb-2022;00:41:11;LV_f13_MF;5;421.704329;328.28;1;5;2000;1;5;50;25
25-Feb-2022;00:45:52;LV_f15_MF;1;6366.968796;281.11;1;5;2000;1;5;50;25
25-Feb-2022;00:50:12;LV_f15_MF;2;3352.978685;259.91;1;5;2000;1;5;50;25
25-Feb-2022;00:58:08;LV_f15_MF;3;4570.514960;475.24;1;5;2000;1;5;50;25
25-Feb-2022;01:05:20;LV_f15_MF;4;6016.807767;432.13;1;5;2000;1;5;50;25
25-Feb-2022;01:10:36;LV_f15_MF;5;8236.273377;315.79;1;5;2000;1;5;50;25
25-Feb-2022;01:26:29;LV_f17_MF;1;-2.573713;953.66;1;5;2000;1;5;50;25
25-Feb-2022;01:39:21;LV_f17_MF;2;2.225861;771.97;1;5;2000;1;5;50;25
25-Feb-2022;01:56:24;LV_f17_MF;3;-0.553508;1022.25;1;5;2000;1;5;50;25
25-Feb-2022;02:11:41;LV_f17_MF;4;-2.287301;917.42;1;5;2000;1;5;50;25
25-Feb-2022;02:27:23;LV_f17_MF;5;0.433518;941.46;1;5;2000;1;5;50;25
25-Feb-2022;02:31:22;Griewank_d3_e2;1;0.000007;239.27;1;5;2000;1;5;50;25
25-Feb-2022;02:34:53;Griewank_d3_e2;2;0.007396;210.59;1;5;2000;1;5;50;25
25-Feb-2022;02:38:50;Griewank_d3_e2;3;0.000036;236.98;1;5;2000;1;5;50;25
25-Feb-2022;02:42:36;Griewank_d3_e2;4;0.000004;226.36;1;5;2000;1;5;50;25
25-Feb-2022;02:46:43;Griewank_d3_e2;5;0.007396;246.88;1;5;2000;1;5;50;25
25-Feb-2022;03:03:49;Griewank_d8_e2;1;0.112090;1025.89;1;5;2000;1;5;50;25
25-Feb-2022;03:22:17;Griewank_d8_e2;2;0.909414;1108.30;1;5;2000;1;5;50;25
25-Feb-2022;03:40:25;Griewank_d8_e2;3;0.063811;1087.05;1;5;2000;1;5;50;25
25-Feb-2022;04:02:15;Griewank_d8_e2;4;0.118226;1310.73;1;5;2000;1;5;50;25
25-Feb-2022;04:20:34;Griewank_d8_e2;5;0.123382;1098.73;1;5;2000;1;5;50;25
