DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE;LF_COST;HF_COST;DELTA_1;DELTA_2
24-Feb-2022;18:47:03;LV_f11_MF;1;0.000000;357.57;1;5;2000;1;5;50;5
24-Feb-2022;18:53:12;LV_f11_MF;2;0.000000;368.34;1;5;2000;1;5;50;5
24-Feb-2022;18:59:41;LV_f11_MF;3;0.000000;388.84;1;5;2000;1;5;50;5
24-Feb-2022;19:05:18;LV_f11_MF;4;0.000000;337.83;1;5;2000;1;5;50;5
24-Feb-2022;19:11:49;LV_f11_MF;5;0.000000;390.58;1;5;2000;1;5;50;5
24-Feb-2022;19:18:27;LV_f13_MF;1;119.979426;397.79;1;5;2000;1;5;50;5
24-Feb-2022;19:24:41;LV_f13_MF;2;14.040183;373.56;1;5;2000;1;5;50;5
24-Feb-2022;19:30:40;LV_f13_MF;3;79.872116;359.56;1;5;2000;1;5;50;5
24-Feb-2022;19:37:59;LV_f13_MF;4;25.275248;439.24;1;5;2000;1;5;50;5
24-Feb-2022;19:44:18;LV_f13_MF;5;156.841186;378.50;1;5;2000;1;5;50;5
24-Feb-2022;19:49:38;LV_f15_MF;1;3931.745815;320.40;1;5;2000;1;5;50;5
24-Feb-2022;19:54:34;LV_f15_MF;2;810.017065;295.08;1;5;2000;1;5;50;5
24-Feb-2022;20:01:31;LV_f15_MF;3;2085.496024;417.20;1;5;2000;1;5;50;5
24-Feb-2022;20:08:28;LV_f15_MF;4;1761.933371;417.59;1;5;2000;1;5;50;5
24-Feb-2022;20:16:15;LV_f15_MF;5;4897.678375;466.38;1;5;2000;1;5;50;5
24-Feb-2022;20:32:20;LV_f17_MF;1;-0.504320;965.24;1;5;2000;1;5;50;5
24-Feb-2022;20:47:58;LV_f17_MF;2;0.140432;937.97;1;5;2000;1;5;50;5
24-Feb-2022;21:06:05;LV_f17_MF;3;-1.097945;1086.94;1;5;2000;1;5;50;5
24-Feb-2022;21:25:36;LV_f17_MF;4;-1.100777;1171.05;1;5;2000;1;5;50;5
24-Feb-2022;21:42:18;LV_f17_MF;5;-0.812101;1001.99;1;5;2000;1;5;50;5
24-Feb-2022;21:46:45;Griewank_d3_e2;1;0.000002;266.65;1;5;2000;1;5;50;5
24-Feb-2022;21:51:25;Griewank_d3_e2;2;0.000005;280.05;1;5;2000;1;5;50;5
24-Feb-2022;21:55:50;Griewank_d3_e2;3;0.000002;264.72;1;5;2000;1;5;50;5
24-Feb-2022;21:59:47;Griewank_d3_e2;4;0.000010;236.81;1;5;2000;1;5;50;5
24-Feb-2022;22:03:58;Griewank_d3_e2;5;0.007396;251.56;1;5;2000;1;5;50;5
24-Feb-2022;22:28:52;Griewank_d8_e2;1;0.003992;1493.16;1;5;2000;1;5;50;5
24-Feb-2022;22:47:04;Griewank_d8_e2;2;0.324646;1091.93;1;5;2000;1;5;50;5
24-Feb-2022;23:06:48;Griewank_d8_e2;3;0.039470;1184.73;1;5;2000;1;5;50;5
24-Feb-2022;23:32:30;Griewank_d8_e2;4;0.828235;1541.27;1;5;2000;1;5;50;5
24-Feb-2022;23:50:37;Griewank_d8_e2;5;0.043681;1087.52;1;5;2000;1;5;50;5
